source_type,season_type,metric,phase,model,response_absolute,response_pct,n_grid_signatures,n_phase,n_neutral
QDM,RAINY,CDD,LA_NINA,EC-Earth3,-2.9000000000000004,-26.587301587301585,3,4,10
QDM,RAINY,CDD,LA_NINA,MIROC6,-0.833333333333333,-5.607155142758855,2,12,4
QDM,RAINY,Rx5day,EL_NINO,ACCESS-ESM1-5,-46.81140170861481,-26.716327415941223,2,4,13
QDM,RAINY,Rx5day,EL_NINO,CESM2,45.656623804803445,51.829006121181706,3,11,4
QDM,RAINY,Rx5day,EL_NINO,CanESM5,-0.1342712799103225,3.2074191087113277,2,5,10
QDM,RAINY,Rx5day,EL_NINO,EC-Earth3,1.9741780333038292,1.724683546480251,3,6,10
QDM,RAINY,Rx5day,EL_NINO,MIROC6,39.416164222442,33.170324433042914,2,12,4
QDM,RAINY,Rx5day,LA_NINA,CESM2,55.43192640642221,62.925845443812456,3,5,4
QDM,RAINY,Rx5day,LA_NINA,CanESM5,25.902632418236664,22.678291026409997,2,7,10
QDM,RAINY,Rx5day,LA_NINA,EC-Earth3,145.50592718203572,84.69074533797776,3,4,10
QDM,RAINY,Rx5day,LA_NINA,MIROC6,63.96004974479277,54.654457718620165,2,12,4
QDM,RAINY,CWD,EL_NINO,ACCESS-ESM1-5,-0.7692307692307692,2.333050539328564,2,4,13
QDM,RAINY,CWD,EL_NINO,CESM2,-2.8409090909090917,-15.443592552026281,3,11,4
QDM,RAINY,CWD,EL_NINO,CanESM5,-2.2,-17.144127548751825,2,5,10
QDM,RAINY,CWD,EL_NINO,EC-Earth3,-8.133333333333335,-34.92063492063492,3,6,10
QDM,RAINY,CWD,EL_NINO,MIROC6,-3.541666666666666,-24.66542172424525,2,12,4
QDM,RAINY,CWD,LA_NINA,CESM2,2.0250000000000004,19.518072289156628,3,5,4
QDM,RAINY,CWD,LA_NINA,CanESM5,0.5857142857142863,3.1251985009210483,2,7,10
QDM,RAINY,CWD,LA_NINA,EC-Earth3,-5.300000000000001,-28.961748633879786,3,4,10
QDM,RAINY,CWD,LA_NINA,MIROC6,-3.75,-25.61469032057267,2,12,4
QDM,RAINY,R10mm,EL_NINO,ACCESS-ESM1-5,-3.8269230769230766,-14.942692502532925,2,4,13
QDM,RAINY,R10mm,EL_NINO,CESM2,-5.34090909090909,-22.024367385192125,3,11,4
QDM,RAINY,R10mm,EL_NINO,CanESM5,-7.9,-34.568567026194145,2,5,10
QDM,RAINY,R10mm,EL_NINO,EC-Earth3,-5.199999999999999,-18.772563176895304,3,6,10
QDM,RAINY,R10mm,EL_NINO,MIROC6,-0.3750000000000018,-2.5015873015873087,2,12,4
QDM,RAINY,R10mm,LA_NINA,CESM2,9.0,36.08247422680412,3,5,4
QDM,RAINY,R10mm,LA_NINA,CanESM5,4.5214285714285705,20.160136473695793,2,7,10
QDM,RAINY,R10mm,LA_NINA,EC-Earth3,5.25,14.754098360655734,3,4,10
QDM,RAINY,R10mm,LA_NINA,MIROC6,5.999999999999998,25.903174603174595,2,12,4
QDM,RAINY,R20mm,EL_NINO,ACCESS-ESM1-5,-1.6538461538461542,-17.210743801652896,2,4,13
QDM,RAINY,R20mm,EL_NINO,CESM2,0.07954545454545503,0.9497964721845377,3,11,4
QDM,RAINY,R20mm,EL_NINO,CanESM5,-3.375,-39.63981924508241,2,5,10
QDM,RAINY,R20mm,EL_NINO,EC-Earth3,-2.5999999999999996,-21.94092827004219,3,6,10
QDM,RAINY,R20mm,EL_NINO,MIROC6,1.0000000000000004,5.851063829787236,2,12,4
QDM,RAINY,R20mm,LA_NINA,CESM2,6.925000000000001,87.19999999999999,3,5,4
QDM,RAINY,R20mm,LA_NINA,CanESM5,1.4964285714285714,19.75013290802764,2,7,10
QDM,RAINY,R20mm,LA_NINA,EC-Earth3,3.8499999999999996,30.88235294117647,3,4,10
QDM,RAINY,R20mm,LA_NINA,MIROC6,4.416666666666666,45.567375886524815,2,12,4
QDM,HOT_DRY,PRCPTOT,EL_NINO,ACCESS-ESM1-5,-43.8686658444463,-21.700285711615226,2,10,12
QDM,HOT_DRY,PRCPTOT,EL_NINO,CESM2,-25.31264464130558,-14.862028189807013,3,14,5
QDM,HOT_DRY,PRCPTOT,EL_NINO,CanESM5,84.80026024462664,47.005183710733625,2,6,9
QDM,HOT_DRY,PRCPTOT,EL_NINO,EC-Earth3,-86.1481684366556,-33.57082491954167,3,9,11
QDM,HOT_DRY,PRCPTOT,EL_NINO,MIROC6,6.392456882632331,6.347771342717532,2,11,5
QDM,HOT_DRY,PRCPTOT,LA_NINA,ACCESS-ESM1-5,147.55197446072575,75.09530374588681,2,8,12
QDM,HOT_DRY,PRCPTOT,LA_NINA,CESM2,217.31034262501686,127.59126846664569,3,11,5
QDM,HOT_DRY,PRCPTOT,LA_NINA,CanESM5,-85.34790449517612,-35.373805545676,2,5,9
QDM,HOT_DRY,PRCPTOT,LA_NINA,EC-Earth3,-38.9724682037473,-17.48873969053674,3,10,11
QDM,HOT_DRY,PRCPTOT,LA_NINA,MIROC6,122.56005758178243,74.11392437461734,2,12,5
QDM,HOT_DRY,wet_day_frequency_pct,EL_NINO,ACCESS-ESM1-5,-3.3287292817679575,-25.47766090900319,2,10,12
QDM,HOT_DRY,wet_day_frequency_pct,EL_NINO,CESM2,-3.109707971586422,-18.534080298786176,3,14,5
QDM,HOT_DRY,wet_day_frequency_pct,EL_NINO,CanESM5,-2.171577655003071,-14.907825098568551,2,6,9
QDM,HOT_DRY,wet_day_frequency_pct,EL_NINO,EC-Earth3,-4.916569004966796,-26.60024154589372,3,9,11
QDM,HOT_DRY,wet_day_frequency_pct,EL_NINO,MIROC6,-3.736815670517327,-26.537060098703925,2,11,5
QDM,HOT_DRY,wet_day_frequency_pct,LA_NINA,ACCESS-ESM1-5,4.523480662983425,31.573868570877153,2,8,12
QDM,HOT_DRY,wet_day_frequency_pct,LA_NINA,CESM2,10.969362129583125,77.74762550881954,3,11,5
QDM,HOT_DRY,wet_day_frequency_pct,LA_NINA,CanESM5,-0.6200122774708432,-7.369552090363387,2,5,9
QDM,HOT_DRY,wet_day_frequency_pct,LA_NINA,EC-Earth3,-2.61928679055751,-20.680272108843553,3,10,11
QDM,HOT_DRY,wet_day_frequency_pct,LA_NINA,MIROC6,3.4392265193370193,24.120053272450548,2,12,5
QDM,HOT_DRY,Rx1day,EL_NINO,ACCESS-ESM1-5,-3.883208846359109,-9.875034016843092,2,10,12
QDM,HOT_DRY,Rx1day,EL_NINO,CESM2,11.45325821925816,40.88354261264103,3,14,5
QDM,HOT_DRY,Rx1day,EL_NINO,CanESM5,64.83902507415876,140.63526478607582,2,6,9
QDM,HOT_DRY,Rx1day,EL_NINO,EC-Earth3,-11.131122124060013,-22.3154031495189,3,9,11
QDM,HOT_DRY,Rx1day,EL_NINO,MIROC6,15.899579033702622,73.17943395277138,2,11,5
QDM,HOT_DRY,Rx1day,LA_NINA,ACCESS-ESM1-5,32.51308410927498,92.15321787473151,2,8,12
QDM,HOT_DRY,Rx1day,LA_NINA,CESM2,42.07879699033035,150.20444461386379,3,11,5
QDM,HOT_DRY,Rx1day,LA_NINA,CanESM5,-30.022792931318612,-53.63555604568364,2,5,9
QDM,HOT_DRY,Rx1day,LA_NINA,EC-Earth3,0.29633577389218146,0.5940867585789011,3,10,11
QDM,HOT_DRY,Rx1day,LA_NINA,MIROC6,28.812285571190174,134.17455408091644,2,12,5
