model,season_type,ENSO_phase,station,index,mag_err_raw,mag_err_qdm,delta_mag_err
MRI-ESM2-0,HOT_DRY,EL_NINO,351005,CDD,3.2,20.48,17.28
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351005,CWD,28.81,16.87,-11.94
CanESM5,HOT_DRY,EL_NINO,351005,CWD,34.76,98.81,64.05
CESM2,HOT_DRY,EL_NINO,351005,CWD,82.7,115.16,32.46
EC-Earth3,HOT_DRY,EL_NINO,351005,CWD,55.75,56.9,1.15
FGOALS-g3,HOT_DRY,EL_NINO,351005,CWD,77.38,86.31,8.93
MIROC6,HOT_DRY,EL_NINO,351005,CWD,118.72,133.18,14.46
MRI-ESM2-0,HOT_DRY,EL_NINO,351005,CWD,77.22,47.85,-29.37
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351005,PRCPTOT,10.27,20.53,10.26
CanESM5,HOT_DRY,EL_NINO,351005,PRCPTOT,18.06,133.66,115.6
CESM2,HOT_DRY,EL_NINO,351005,PRCPTOT,68.04,404.0,335.96
EC-Earth3,HOT_DRY,EL_NINO,351005,PRCPTOT,51.25,101.56,50.31
FGOALS-g3,HOT_DRY,EL_NINO,351005,PRCPTOT,37.28,119.08,81.8
MIROC6,HOT_DRY,EL_NINO,351005,PRCPTOT,122.1,37.74,-84.36
MRI-ESM2-0,HOT_DRY,EL_NINO,351005,PRCPTOT,33.46,106.58,73.12
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351005,R20mm,51.47,2.1,-49.37
CanESM5,HOT_DRY,EL_NINO,351005,R20mm,73.53,261.03,187.5
CESM2,HOT_DRY,EL_NINO,351005,R20mm,261.03,479.78,218.75
EC-Earth3,HOT_DRY,EL_NINO,351005,R20mm,162.82,84.89,-77.93
FGOALS-g3,HOT_DRY,EL_NINO,351005,R20mm,11.03,87.42,76.39
MIROC6,HOT_DRY,EL_NINO,351005,R20mm,542.28,73.53,-468.75
MRI-ESM2-0,HOT_DRY,EL_NINO,351005,R20mm,51.47,115.2,63.73
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351005,R50mm,100.0,0.0,-100.0
CanESM5,HOT_DRY,EL_NINO,351005,R50mm,100.0,187.5,87.5
CESM2,HOT_DRY,EL_NINO,351005,R50mm,100.0,100.0,0.0
EC-Earth3,HOT_DRY,EL_NINO,351005,R50mm,100.0,187.5,87.5
FGOALS-g3,HOT_DRY,EL_NINO,351005,R50mm,0.0,250.0,250.0
MIROC6,HOT_DRY,EL_NINO,351005,R50mm,100.0,41.67,-58.33
MRI-ESM2-0,HOT_DRY,EL_NINO,351005,R50mm,100.0,100.0,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351005,R95p,56.06,24.29,-31.77
CanESM5,HOT_DRY,EL_NINO,351005,R95p,56.06,163.23,107.17
CESM2,HOT_DRY,EL_NINO,351005,R95p,43.94,1410.23,1366.29
EC-Earth3,HOT_DRY,EL_NINO,351005,R95p,56.06,174.52,118.46
FGOALS-g3,HOT_DRY,EL_NINO,351005,R95p,51.14,244.52,193.38
MIROC6,HOT_DRY,EL_NINO,351005,R95p,56.06,13.03,-43.03
MRI-ESM2-0,HOT_DRY,EL_NINO,351005,R95p,56.06,56.06,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351005,R99p,0.0,100.0,100.0
CanESM5,HOT_DRY,EL_NINO,351005,R99p,0.0,98.21,98.21
CESM2,HOT_DRY,EL_NINO,351005,R99p,0.0,0.0,0.0
EC-Earth3,HOT_DRY,EL_NINO,351005,R99p,0.0,0.0,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351005,R99p,0.0,0.0,0.0
MIROC6,HOT_DRY,EL_NINO,351005,R99p,0.0,0.0,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351005,R99p,0.0,0.0,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351005,Rx1day,32.74,15.13,-17.61
CanESM5,HOT_DRY,EL_NINO,351005,Rx1day,1.78,72.93,71.15
CESM2,HOT_DRY,EL_NINO,351005,Rx1day,36.72,243.77,207.05
EC-Earth3,HOT_DRY,EL_NINO,351005,Rx1day,30.36,92.37,62.01
FGOALS-g3,HOT_DRY,EL_NINO,351005,Rx1day,15.07,139.65,124.58
MIROC6,HOT_DRY,EL_NINO,351005,Rx1day,136.8,3.31,-133.49
MRI-ESM2-0,HOT_DRY,EL_NINO,351005,Rx1day,0.79,140.49,139.7
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351005,Rx5day,18.35,18.08,-0.27
CanESM5,HOT_DRY,EL_NINO,351005,Rx5day,11.21,122.36,111.15
CESM2,HOT_DRY,EL_NINO,351005,Rx5day,63.26,259.3,196.04
EC-Earth3,HOT_DRY,EL_NINO,351005,Rx5day,49.11,49.72,0.61
FGOALS-g3,HOT_DRY,EL_NINO,351005,Rx5day,30.76,134.48,103.72
MIROC6,HOT_DRY,EL_NINO,351005,Rx5day,149.86,22.17,-127.69
MRI-ESM2-0,HOT_DRY,EL_NINO,351005,Rx5day,15.41,116.54,101.13
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351005,SDII,16.12,26.67,10.55
CanESM5,HOT_DRY,EL_NINO,351005,SDII,28.38,57.21,28.83
CESM2,HOT_DRY,EL_NINO,351005,SDII,8.7,51.54,42.84
EC-Earth3,HOT_DRY,EL_NINO,351005,SDII,0.17,11.63,11.46
FGOALS-g3,HOT_DRY,EL_NINO,351005,SDII,28.55,7.5,-21.05
MIROC6,HOT_DRY,EL_NINO,351005,SDII,52.0,45.07,-6.93
MRI-ESM2-0,HOT_DRY,EL_NINO,351005,SDII,18.34,70.27,51.93
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351005,wet_day_freq,28.51,1.48,-27.03
CanESM5,HOT_DRY,EL_NINO,351005,wet_day_freq,49.0,76.77,27.77
CESM2,HOT_DRY,EL_NINO,351005,wet_day_freq,61.27,207.46,146.19
EC-Earth3,HOT_DRY,EL_NINO,351005,wet_day_freq,56.66,89.42,32.76
FGOALS-g3,HOT_DRY,EL_NINO,351005,wet_day_freq,62.82,69.6,6.78
MIROC6,HOT_DRY,EL_NINO,351005,wet_day_freq,65.59,101.76,36.17
MRI-ESM2-0,HOT_DRY,EL_NINO,351005,wet_day_freq,57.21,42.35,-14.86
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351006,CDD,16.55,11.92,-4.63
CanESM5,HOT_DRY,EL_NINO,351006,CDD,0.27,20.27,20.0
CESM2,HOT_DRY,EL_NINO,351006,CDD,1.38,20.02,18.64
EC-Earth3,HOT_DRY,EL_NINO,351006,CDD,10.97,27.27,16.3
FGOALS-g3,HOT_DRY,EL_NINO,351006,CDD,16.84,14.67,-2.17
MIROC6,HOT_DRY,EL_NINO,351006,CDD,16.26,16.99,0.73
MRI-ESM2-0,HOT_DRY,EL_NINO,351006,CDD,2.0,1.27,-0.73
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351006,CWD,35.02,43.52,8.5
CanESM5,HOT_DRY,EL_NINO,351006,CWD,27.36,81.01,53.65
CESM2,HOT_DRY,EL_NINO,351006,CWD,58.91,90.86,31.95
EC-Earth3,HOT_DRY,EL_NINO,351006,CWD,19.29,3.36,-15.93
FGOALS-g3,HOT_DRY,EL_NINO,351006,CWD,15.26,24.19,8.93
MIROC6,HOT_DRY,EL_NINO,351006,CWD,27.98,22.69,-5.29
MRI-ESM2-0,HOT_DRY,EL_NINO,351006,CWD,14.87,14.87,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351006,PRCPTOT,24.5,9.61,-14.89
CanESM5,HOT_DRY,EL_NINO,351006,PRCPTOT,24.66,141.96,117.3
CESM2,HOT_DRY,EL_NINO,351006,PRCPTOT,88.55,386.75,298.2
EC-Earth3,HOT_DRY,EL_NINO,351006,PRCPTOT,56.98,146.08,89.1
FGOALS-g3,HOT_DRY,EL_NINO,351006,PRCPTOT,43.88,92.0,48.12
MIROC6,HOT_DRY,EL_NINO,351006,PRCPTOT,104.79,56.89,-47.9
MRI-ESM2-0,HOT_DRY,EL_NINO,351006,PRCPTOT,42.78,126.06,83.28
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351006,R20mm,88.1,36.18,-51.92
CanESM5,HOT_DRY,EL_NINO,351006,R20mm,113.1,210.32,97.22
CESM2,HOT_DRY,EL_NINO,351006,R20mm,279.77,363.1,83.33
EC-Earth3,HOT_DRY,EL_NINO,351006,R20mm,206.85,188.1,-18.75
FGOALS-g3,HOT_DRY,EL_NINO,351006,R20mm,50.6,144.35,93.75
MIROC6,HOT_DRY,EL_NINO,351006,R20mm,184.53,144.35,-40.18
MRI-ESM2-0,HOT_DRY,EL_NINO,351006,R20mm,238.1,175.6,-62.5
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351006,R50mm,100.0,0.0,-100.0
CanESM5,HOT_DRY,EL_NINO,351006,R50mm,100.0,166.67,66.67
CESM2,HOT_DRY,EL_NINO,351006,R50mm,100.0,100.0,0.0
EC-Earth3,HOT_DRY,EL_NINO,351006,R50mm,100.0,166.67,66.67
FGOALS-g3,HOT_DRY,EL_NINO,351006,R50mm,0.0,250.0,250.0
MIROC6,HOT_DRY,EL_NINO,351006,R50mm,100.0,62.5,-37.5
MRI-ESM2-0,HOT_DRY,EL_NINO,351006,R50mm,100.0,100.0,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351006,R95p,92.69,28.49,-64.2
CanESM5,HOT_DRY,EL_NINO,351006,R95p,34.09,232.36,198.27
CESM2,HOT_DRY,EL_NINO,351006,R95p,283.97,681.18,397.21
EC-Earth3,HOT_DRY,EL_NINO,351006,R95p,140.36,216.6,76.24
FGOALS-g3,HOT_DRY,EL_NINO,351006,R95p,63.62,180.57,116.95
MIROC6,HOT_DRY,EL_NINO,351006,R95p,227.91,120.7,-107.21
MRI-ESM2-0,HOT_DRY,EL_NINO,351006,R95p,210.21,281.0,70.79
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351006,R99p,93.47,45.58,-47.89
CanESM5,HOT_DRY,EL_NINO,351006,R99p,93.47,245.44,151.97
CESM2,HOT_DRY,EL_NINO,351006,R99p,93.47,93.47,0.0
EC-Earth3,HOT_DRY,EL_NINO,351006,R99p,93.47,230.47,137.0
FGOALS-g3,HOT_DRY,EL_NINO,351006,R99p,88.55,178.36,89.81
MIROC6,HOT_DRY,EL_NINO,351006,R99p,93.47,71.2,-22.27
MRI-ESM2-0,HOT_DRY,EL_NINO,351006,R99p,93.47,692.61,599.14
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351006,Rx1day,40.04,27.51,-12.53
CanESM5,HOT_DRY,EL_NINO,351006,Rx1day,36.36,119.46,83.1
CESM2,HOT_DRY,EL_NINO,351006,Rx1day,106.3,273.08,166.78
EC-Earth3,HOT_DRY,EL_NINO,351006,Rx1day,86.38,138.88,52.5
FGOALS-g3,HOT_DRY,EL_NINO,351006,Rx1day,53.21,122.49,69.28
MIROC6,HOT_DRY,EL_NINO,351006,Rx1day,125.95,36.43,-89.52
MRI-ESM2-0,HOT_DRY,EL_NINO,351006,Rx1day,63.73,157.11,93.38
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351006,Rx5day,43.58,1.95,-41.63
CanESM5,HOT_DRY,EL_NINO,351006,Rx5day,31.03,149.03,118.0
CESM2,HOT_DRY,EL_NINO,351006,Rx5day,124.22,411.32,287.1
EC-Earth3,HOT_DRY,EL_NINO,351006,Rx5day,64.6,102.92,38.32
FGOALS-g3,HOT_DRY,EL_NINO,351006,Rx5day,50.58,121.82,71.24
MIROC6,HOT_DRY,EL_NINO,351006,Rx5day,135.55,59.89,-75.66
MRI-ESM2-0,HOT_DRY,EL_NINO,351006,Rx5day,53.82,135.22,81.4
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351006,SDII,46.51,41.95,-4.56
CanESM5,HOT_DRY,EL_NINO,351006,SDII,30.18,151.76,121.58
CESM2,HOT_DRY,EL_NINO,351006,SDII,73.92,149.11,75.19
EC-Earth3,HOT_DRY,EL_NINO,351006,SDII,62.12,107.02,44.9
FGOALS-g3,HOT_DRY,EL_NINO,351006,SDII,30.01,85.68,55.67
MIROC6,HOT_DRY,EL_NINO,351006,SDII,91.02,29.07,-61.95
MRI-ESM2-0,HOT_DRY,EL_NINO,351006,SDII,43.4,93.19,49.79
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351006,wet_day_freq,27.03,50.01,22.98
CanESM5,HOT_DRY,EL_NINO,351006,wet_day_freq,12.11,6.85,-5.26
CESM2,HOT_DRY,EL_NINO,351006,wet_day_freq,5.32,91.77,86.45
EC-Earth3,HOT_DRY,EL_NINO,351006,wet_day_freq,8.4,17.39,8.99
FGOALS-g3,HOT_DRY,EL_NINO,351006,wet_day_freq,1.71,4.69,2.98
MIROC6,HOT_DRY,EL_NINO,351006,wet_day_freq,0.88,0.62,-0.26
MRI-ESM2-0,HOT_DRY,EL_NINO,351006,wet_day_freq,3.97,5.71,1.74
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351007,CDD,5.93,16.88,10.95
CanESM5,HOT_DRY,EL_NINO,351007,CDD,10.89,10.57,-0.32
CESM2,HOT_DRY,EL_NINO,351007,CDD,9.24,11.95,2.71
EC-Earth3,HOT_DRY,EL_NINO,351007,CDD,13.1,8.42,-4.68
FGOALS-g3,HOT_DRY,EL_NINO,351007,CDD,82.27,31.96,-50.31
MIROC6,HOT_DRY,EL_NINO,351007,CDD,5.64,18.75,13.11
MRI-ESM2-0,HOT_DRY,EL_NINO,351007,CDD,26.63,8.38,-18.25
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351007,CWD,35.02,29.38,-5.64
CanESM5,HOT_DRY,EL_NINO,351007,CWD,27.36,31.54,4.18
CESM2,HOT_DRY,EL_NINO,351007,CWD,58.91,74.19,15.28
EC-Earth3,HOT_DRY,EL_NINO,351007,CWD,26.49,36.62,10.13
FGOALS-g3,HOT_DRY,EL_NINO,351007,CWD,24.42,8.56,-15.86
MIROC6,HOT_DRY,EL_NINO,351007,CWD,27.98,28.84,0.86
MRI-ESM2-0,HOT_DRY,EL_NINO,351007,CWD,10.19,18.24,8.05
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351007,PRCPTOT,14.98,6.4,-8.58
CanESM5,HOT_DRY,EL_NINO,351007,PRCPTOT,15.14,80.62,65.48
CESM2,HOT_DRY,EL_NINO,351007,PRCPTOT,79.03,222.04,143.01
EC-Earth3,HOT_DRY,EL_NINO,351007,PRCPTOT,60.43,87.33,26.9
FGOALS-g3,HOT_DRY,EL_NINO,351007,PRCPTOT,7.16,8.1,0.94
MIROC6,HOT_DRY,EL_NINO,351007,PRCPTOT,95.27,49.45,-45.82
MRI-ESM2-0,HOT_DRY,EL_NINO,351007,PRCPTOT,47.18,112.9,65.72
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351007,R20mm,70.24,15.69,-54.55
CanESM5,HOT_DRY,EL_NINO,351007,R20mm,95.24,220.24,125.0
CESM2,HOT_DRY,EL_NINO,351007,R20mm,261.91,1845.24,1583.33
EC-Earth3,HOT_DRY,EL_NINO,351007,R20mm,282.74,235.86,-46.88
FGOALS-g3,HOT_DRY,EL_NINO,351007,R20mm,1.49,45.24,43.75
MIROC6,HOT_DRY,EL_NINO,351007,R20mm,166.67,120.24,-46.43
MRI-ESM2-0,HOT_DRY,EL_NINO,351007,R20mm,95.24,220.24,125.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351007,R50mm,79.17,20.83,-58.34
CanESM5,HOT_DRY,EL_NINO,351007,R50mm,79.17,79.17,0.0
CESM2,HOT_DRY,EL_NINO,351007,R50mm,79.17,79.17,0.0
EC-Earth3,HOT_DRY,EL_NINO,351007,R50mm,79.17,79.17,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351007,R50mm,20.83,104.17,83.34
MIROC6,HOT_DRY,EL_NINO,351007,R50mm,79.17,79.17,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351007,R50mm,79.17,79.17,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351007,R95p,74.35,13.17,-61.18
CanESM5,HOT_DRY,EL_NINO,351007,R95p,15.75,180.02,164.27
CESM2,HOT_DRY,EL_NINO,351007,R95p,265.63,1190.2,924.57
EC-Earth3,HOT_DRY,EL_NINO,351007,R95p,389.58,212.03,-177.55
FGOALS-g3,HOT_DRY,EL_NINO,351007,R95p,9.16,56.07,46.91
MIROC6,HOT_DRY,EL_NINO,351007,R95p,221.8,127.04,-94.76
MRI-ESM2-0,HOT_DRY,EL_NINO,351007,R95p,37.32,355.24,317.92
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351007,R99p,83.09,16.91,-66.18
CanESM5,HOT_DRY,EL_NINO,351007,R99p,83.09,99.81,16.72
CESM2,HOT_DRY,EL_NINO,351007,R99p,83.09,83.09,0.0
EC-Earth3,HOT_DRY,EL_NINO,351007,R99p,83.09,261.5,178.41
FGOALS-g3,HOT_DRY,EL_NINO,351007,R99p,16.91,55.66,38.75
MIROC6,HOT_DRY,EL_NINO,351007,R99p,83.09,16.91,-66.18
MRI-ESM2-0,HOT_DRY,EL_NINO,351007,R99p,83.09,83.09,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351007,Rx1day,11.11,10.13,-0.98
CanESM5,HOT_DRY,EL_NINO,351007,Rx1day,7.43,69.52,62.09
CESM2,HOT_DRY,EL_NINO,351007,Rx1day,77.37,149.08,71.71
EC-Earth3,HOT_DRY,EL_NINO,351007,Rx1day,91.25,96.22,4.97
FGOALS-g3,HOT_DRY,EL_NINO,351007,Rx1day,30.26,46.87,16.61
MIROC6,HOT_DRY,EL_NINO,351007,Rx1day,97.02,19.13,-77.89
MRI-ESM2-0,HOT_DRY,EL_NINO,351007,Rx1day,45.44,86.88,41.44
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351007,Rx5day,25.58,7.75,-17.83
CanESM5,HOT_DRY,EL_NINO,351007,Rx5day,13.03,100.19,87.16
CESM2,HOT_DRY,EL_NINO,351007,Rx5day,106.22,223.3,117.08
EC-Earth3,HOT_DRY,EL_NINO,351007,Rx5day,82.72,72.02,-10.7
FGOALS-g3,HOT_DRY,EL_NINO,351007,Rx5day,13.82,61.73,47.91
MIROC6,HOT_DRY,EL_NINO,351007,Rx5day,117.55,42.42,-75.13
MRI-ESM2-0,HOT_DRY,EL_NINO,351007,Rx5day,65.18,105.03,39.85
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351007,SDII,38.58,30.38,-8.2
CanESM5,HOT_DRY,EL_NINO,351007,SDII,22.25,70.55,48.3
CESM2,HOT_DRY,EL_NINO,351007,SDII,65.99,104.06,38.07
EC-Earth3,HOT_DRY,EL_NINO,351007,SDII,62.93,71.23,8.3
FGOALS-g3,HOT_DRY,EL_NINO,351007,SDII,34.67,47.82,13.15
MIROC6,HOT_DRY,EL_NINO,351007,SDII,83.09,57.2,-25.89
MRI-ESM2-0,HOT_DRY,EL_NINO,351007,SDII,42.85,73.55,30.7
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351007,wet_day_freq,28.33,39.65,11.32
CanESM5,HOT_DRY,EL_NINO,351007,wet_day_freq,13.41,4.38,-9.03
CESM2,HOT_DRY,EL_NINO,351007,wet_day_freq,4.02,68.33,64.31
EC-Earth3,HOT_DRY,EL_NINO,351007,wet_day_freq,9.47,2.2,-7.27
FGOALS-g3,HOT_DRY,EL_NINO,351007,wet_day_freq,50.07,50.24,0.17
MIROC6,HOT_DRY,EL_NINO,351007,wet_day_freq,0.42,14.07,13.65
MRI-ESM2-0,HOT_DRY,EL_NINO,351007,wet_day_freq,4.94,17.84,12.9
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351008,CDD,6.62,17.27,10.65
CanESM5,HOT_DRY,EL_NINO,351008,CDD,23.44,30.83,7.39
CESM2,HOT_DRY,EL_NINO,351008,CDD,7.61,15.34,7.73
EC-Earth3,HOT_DRY,EL_NINO,351008,CDD,17.1,27.77,10.67
FGOALS-g3,HOT_DRY,EL_NINO,351008,CDD,40.01,45.65,5.64
MIROC6,HOT_DRY,EL_NINO,351008,CDD,41.0,4.53,-36.47
MRI-ESM2-0,HOT_DRY,EL_NINO,351008,CDD,28.9,35.33,6.43
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351008,CWD,86.38,72.17,-14.21
CanESM5,HOT_DRY,EL_NINO,351008,CWD,78.72,19.36,-59.36
CESM2,HOT_DRY,EL_NINO,351008,CWD,30.78,0.0,-30.78
EC-Earth3,HOT_DRY,EL_NINO,351008,CWD,73.74,67.35,-6.39
FGOALS-g3,HOT_DRY,EL_NINO,351008,CWD,36.1,41.88,5.78
MIROC6,HOT_DRY,EL_NINO,351008,CWD,5.24,72.62,67.38
MRI-ESM2-0,HOT_DRY,EL_NINO,351008,CWD,36.26,32.6,-3.66
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351008,PRCPTOT,4.04,22.59,18.55
CanESM5,HOT_DRY,EL_NINO,351008,PRCPTOT,3.88,62.98,59.1
CESM2,HOT_DRY,EL_NINO,351008,PRCPTOT,46.1,197.74,151.64
EC-Earth3,HOT_DRY,EL_NINO,351008,PRCPTOT,33.01,68.12,35.11
FGOALS-g3,HOT_DRY,EL_NINO,351008,PRCPTOT,15.34,43.95,28.61
MIROC6,HOT_DRY,EL_NINO,351008,PRCPTOT,100.16,31.14,-69.02
MRI-ESM2-0,HOT_DRY,EL_NINO,351008,PRCPTOT,11.52,35.8,24.28
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351008,R20mm,28.57,8.93,-19.64
CanESM5,HOT_DRY,EL_NINO,351008,R20mm,53.57,74.4,20.83
CESM2,HOT_DRY,EL_NINO,351008,R20mm,241.07,616.07,375.0
EC-Earth3,HOT_DRY,EL_NINO,351008,R20mm,103.57,22.32,-81.25
FGOALS-g3,HOT_DRY,EL_NINO,351008,R20mm,8.93,147.32,138.39
MIROC6,HOT_DRY,EL_NINO,351008,R20mm,522.32,3.57,-518.75
MRI-ESM2-0,HOT_DRY,EL_NINO,351008,R20mm,71.43,303.57,232.14
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351008,R50mm,28.57,71.43,42.86
CanESM5,HOT_DRY,EL_NINO,351008,R50mm,28.57,28.57,0.0
CESM2,HOT_DRY,EL_NINO,351008,R50mm,28.57,28.57,0.0
EC-Earth3,HOT_DRY,EL_NINO,351008,R50mm,28.57,28.57,0.0
FGOALS-g3,HOT_DRY,EL_NINO,351008,R50mm,71.43,28.57,-42.86
MIROC6,HOT_DRY,EL_NINO,351008,R50mm,28.57,28.57,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351008,R50mm,28.57,28.57,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351008,R95p,43.6,7.95,-35.65
CanESM5,HOT_DRY,EL_NINO,351008,R95p,15.0,134.94,119.94
CESM2,HOT_DRY,EL_NINO,351008,R95p,95.73,930.35,834.62
EC-Earth3,HOT_DRY,EL_NINO,351008,R95p,99.03,36.76,-62.27
FGOALS-g3,HOT_DRY,EL_NINO,351008,R95p,8.72,211.04,202.32
MIROC6,HOT_DRY,EL_NINO,351008,R95p,555.1,14.78,-540.32
MRI-ESM2-0,HOT_DRY,EL_NINO,351008,R95p,37.25,391.58,354.33
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351008,R99p,47.59,52.41,4.82
CanESM5,HOT_DRY,EL_NINO,351008,R99p,47.59,154.24,106.65
CESM2,HOT_DRY,EL_NINO,351008,R99p,52.41,47.59,-4.82
EC-Earth3,HOT_DRY,EL_NINO,351008,R99p,47.59,52.41,4.82
FGOALS-g3,HOT_DRY,EL_NINO,351008,R99p,42.67,330.44,287.77
MIROC6,HOT_DRY,EL_NINO,351008,R99p,47.59,47.59,0.0
MRI-ESM2-0,HOT_DRY,EL_NINO,351008,R99p,47.59,47.59,0.0
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351008,Rx1day,12.76,1.84,-10.92
CanESM5,HOT_DRY,EL_NINO,351008,Rx1day,16.44,43.3,26.86
CESM2,HOT_DRY,EL_NINO,351008,Rx1day,22.06,154.3,132.24
EC-Earth3,HOT_DRY,EL_NINO,351008,Rx1day,61.25,17.61,-43.64
FGOALS-g3,HOT_DRY,EL_NINO,351008,Rx1day,0.41,86.26,85.85
MIROC6,HOT_DRY,EL_NINO,351008,Rx1day,122.14,9.33,-112.81
MRI-ESM2-0,HOT_DRY,EL_NINO,351008,Rx1day,13.87,83.19,69.32
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351008,Rx5day,2.09,31.5,29.41
CanESM5,HOT_DRY,EL_NINO,351008,Rx5day,14.64,78.46,63.82
CESM2,HOT_DRY,EL_NINO,351008,Rx5day,37.41,139.73,102.32
EC-Earth3,HOT_DRY,EL_NINO,351008,Rx5day,28.77,0.02,-28.75
FGOALS-g3,HOT_DRY,EL_NINO,351008,Rx5day,4.91,87.25,82.34
MIROC6,HOT_DRY,EL_NINO,351008,Rx5day,124.01,11.42,-112.59
MRI-ESM2-0,HOT_DRY,EL_NINO,351008,Rx5day,10.44,55.34,44.9
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351008,SDII,48.68,45.43,-3.25
CanESM5,HOT_DRY,EL_NINO,351008,SDII,32.35,80.39,48.04
CESM2,HOT_DRY,EL_NINO,351008,SDII,69.43,102.96,33.53
EC-Earth3,HOT_DRY,EL_NINO,351008,SDII,64.79,70.38,5.59
FGOALS-g3,HOT_DRY,EL_NINO,351008,SDII,32.18,98.82,66.64
MIROC6,HOT_DRY,EL_NINO,351008,SDII,112.73,46.61,-66.12
MRI-ESM2-0,HOT_DRY,EL_NINO,351008,SDII,42.39,85.86,43.47
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351008,wet_day_freq,50.53,62.89,12.36
CanESM5,HOT_DRY,EL_NINO,351008,wet_day_freq,35.61,23.78,-11.83
CESM2,HOT_DRY,EL_NINO,351008,wet_day_freq,23.34,40.24,16.9
EC-Earth3,HOT_DRY,EL_NINO,351008,wet_day_freq,27.31,7.06,-20.25
FGOALS-g3,HOT_DRY,EL_NINO,351008,wet_day_freq,21.79,43.73,21.94
MIROC6,HOT_DRY,EL_NINO,351008,wet_day_freq,19.02,2.63,-16.39
MRI-ESM2-0,HOT_DRY,EL_NINO,351008,wet_day_freq,27.4,37.5,10.1
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351009,CDD,13.9,20.63,6.73
CanESM5,HOT_DRY,EL_NINO,351009,CDD,20.2,8.24,-11.96
CESM2,HOT_DRY,EL_NINO,351009,CDD,36.03,50.1,14.07
EC-Earth3,HOT_DRY,EL_NINO,351009,CDD,31.44,29.58,-1.86
FGOALS-g3,HOT_DRY,EL_NINO,351009,CDD,3.63,14.07,10.44
MIROC6,HOT_DRY,EL_NINO,351009,CDD,2.64,42.87,40.23
MRI-ESM2-0,HOT_DRY,EL_NINO,351009,CDD,14.74,14.08,-0.66
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351009,CWD,26.25,35.71,9.46
CanESM5,HOT_DRY,EL_NINO,351009,CWD,20.3,31.25,10.95
CESM2,HOT_DRY,EL_NINO,351009,CWD,27.64,58.42,30.78
EC-Earth3,HOT_DRY,EL_NINO,351009,CWD,12.23,13.39,1.16
FGOALS-g3,HOT_DRY,EL_NINO,351009,CWD,22.32,0.0,-22.32
MIROC6,HOT_DRY,EL_NINO,351009,CWD,63.66,4.08,-59.58
MRI-ESM2-0,HOT_DRY,EL_NINO,351009,CWD,22.16,25.82,3.66
ACCESS-ESM1-5,HOT_DRY,EL_NINO,351009,PRCPTOT,21.7,42.34,20.64
CanESM5,HOT_DRY,EL_NINO,351009,PRCPTOT,13.91,55.69,41.78
