model,station,variant,scale,n,r,rmse,mae,pbias_pct,nse,kge
EC-Earth3,351003,Raw,Daily,12418,-0.0023347673681391964,10.799796522736854,4.3893282516017065,-65.43747579748366,-0.16115245596847672,-0.3792206133900382
EC-Earth3,351003,Raw,Monthly,408,0.012443347172719046,137.81239051851256,99.94364742041667,-65.43747579748366,-0.6409679789479847,-0.32546348390356306
EC-Earth3,351003,Bias-corrected,Daily,12418,0.0469911302160165,13.481026326528578,5.448384602995652,-25.44493196239392,-0.8092726264309185,0.011945655464445148
EC-Earth3,351003,Bias-corrected,Monthly,408,0.4236482560085392,121.69309314064319,83.34803921568627,-25.44493196239392,-0.27954461717466805,0.36841032418191944
EC-Earth3,351004,Raw,Daily,12418,0.017955152017999167,10.17905130476061,3.8129031470727974,-56.76052714933905,-0.12848347341133315,-0.3177021231121919
EC-Earth3,351004,Raw,Monthly,408,0.07726080792685376,113.52204473919707,80.95394200286765,-56.76052714933905,-0.4459032651399,-0.2095151593760718
EC-Earth3,351004,Bias-corrected,Daily,12418,0.058106386901167484,13.452875076567718,4.9942430343050415,-6.872072255138944,-0.9711097915420344,0.05452981063833606
EC-Earth3,351004,Bias-corrected,Monthly,408,0.46132505532708745,113.84150602426406,70.49370098039216,-6.872072255138924,-0.45405252010820774,0.39119961741070464
EC-Earth3,351005,Raw,Daily,12418,0.003776942677022978,9.801049486264795,3.9038657920252855,-50.68968174728288,-0.15332189926395556,-0.28931866993047417
EC-Earth3,351005,Raw,Monthly,408,0.06605118790634117,106.92278895840981,79.29342032541666,-50.68968174728287,-0.48643134282029554,-0.16559695488660187
EC-Earth3,351005,Bias-corrected,Daily,12418,0.05708201233071829,12.73004819889062,4.910872121114511,-8.993726747881222,-0.9456533694871052,0.05230366238913864
EC-Earth3,351005,Bias-corrected,Monthly,408,0.47278064398625513,110.16460529389111,70.71757352941177,-8.993726747881201,-0.577932652384521,0.35360215839737186
EC-Earth3,351006,Raw,Daily,12418,0.03465777617707283,7.5102433685111905,3.422238458725238,-58.53888280494808,-0.2668673772007506,-0.24591680150932893
EC-Earth3,351006,Raw,Monthly,408,0.15298212844260373,106.07830233601108,78.31089272125,-58.53888280494808,-0.5283424349817036,-0.14093310711021867
