model,station,index,bc_hist_mean,obs_mean,bias_abs,bias_pct
MRI-ESM2-0,351012,R95p,352.6915,302.75,49.94150000000002,16.49595375722544
MRI-ESM2-0,351012,R99p,67.169,129.48,-62.31099999999999,-48.12403459993821
MRI-ESM2-0,351012,Rx1day,87.689,113.89000000000001,-26.201000000000022,-23.00553165334974
MRI-ESM2-0,351012,Rx5day,201.60999999999999,198.625,2.984999999999985,1.5028319697923147
MRI-ESM2-0,351012,SDII,14.14989794043191,11.876607222495185,2.2732907179367245,19.140910155140446
MRI-ESM2-0,351201,CDD,65.3,50.8,14.5,28.543307086614174
MRI-ESM2-0,351201,CWD,11.1,9.6,1.5,15.625
MRI-ESM2-0,351201,PRCPTOT,1261.7015000000001,1090.825,170.87650000000008,15.664886668347359
MRI-ESM2-0,351201,R10mm,38.7,31.15,7.550000000000004,24.23756019261639
MRI-ESM2-0,351201,R20mm,20.3,15.45,4.850000000000001,31.39158576051781
MRI-ESM2-0,351201,R50mm,4.1,3.2,0.8999999999999995,28.124999999999982
MRI-ESM2-0,351201,R95p,416.166,323.06,93.106,28.820033430322535
MRI-ESM2-0,351201,R99p,120.33,124.1,-3.769999999999996,-3.0378726833199003
MRI-ESM2-0,351201,Rx1day,84.586,98.265,-13.679000000000002,-13.920521040044777
MRI-ESM2-0,351201,Rx5day,198.49450000000002,180.43,18.06450000000001,10.01191597849582
MRI-ESM2-0,351201,SDII,14.001285886235602,11.589308549365157,2.4119773368704447,20.812090096631078
