source_type,model,season_type,variable,n_el_nino,n_la_nina,n_neutral,mean_el_nino,mean_la_nina,mean_neutral,anom_el_nino,anom_la_nina,pct_change_el_nino,pct_change_la_nina,mwu_stat_el_vs_la,p_val_el_vs_la,diagnostic_only
QDM_CMIP6,CanESM5,HOT_DRY,R99p,8,12,8,13.664615384615384,15.034230769230769,2.55375,11.110865384615384,12.48048076923077,435.0803870627659,488.7119243947439,42.5,0.5810829413337419,False
QDM_CMIP6,CanESM5,HOT_DRY,CWD,8,12,8,3.682692307692308,3.807692307692307,3.548076923076924,0.1346153846153841,0.2596153846153837,3.79403794037939,7.31707317073168,37.0,0.4268635389378423,False
QDM_CMIP6,CanESM5,HOT_DRY,CDD,8,12,8,88.5673076923077,82.14102564102565,89.02884615384616,-0.461538461538467,-6.887820512820511,-0.518414515606443,-7.736616625265505,53.0,0.7344923394458999,False
RAW_CMIP6,EC-Earth3,RAINY,PRCPTOT,6,7,8,306.8041464024359,345.2446727464836,254.4847428442308,52.31940355820512,90.7599299022528,20.55895491944272,35.664193023079044,19.0,0.8356643356643356,False
RAW_CMIP6,EC-Earth3,RAINY,Rx1day,6,7,8,28.157602564102564,23.68521318681319,21.66515192307692,6.492450641025645,2.0200612637362703,29.967251852548177,9.32401153201504,31.0,0.1806526806526806,False
RAW_CMIP6,EC-Earth3,RAINY,Rx5day,6,7,8,69.68803030769232,64.20430802197802,57.64305098076923,12.044979326923084,6.561257041208791,20.895804649447697,11.38256377754492,25.0,0.6282051282051282,False
RAW_CMIP6,EC-Earth3,RAINY,SDII,6,7,8,5.248797070114248,5.117159480240002,4.448048383515274,0.8007486865989737,0.6691110967247287,18.002247672633125,15.042801674651145,22.0,0.9452214452214452,False
RAW_CMIP6,EC-Earth3,RAINY,R95p,6,7,8,91.82979487179487,78.65594505494505,60.76040384615385,31.069391025641025,17.8955412087912,51.1342734065908,29.452637039909984,25.0,0.6282051282051282,False
RAW_CMIP6,EC-Earth3,RAINY,R99p,6,7,8,26.71155128205128,22.17762637362637,22.97483653846154,3.73671474358974,-0.7972101648351639,16.264380107054123,-3.4699274726093328,23.0,0.8356643356643356,False
RAW_CMIP6,EC-Earth3,RAINY,CWD,6,7,8,10.012820512820513,12.681318681318682,9.201923076923077,0.8108974358974361,3.479395604395606,8.812260536398469,37.81161367368265,16.0,0.5337995337995338,False
RAW_CMIP6,EC-Earth3,RAINY,CDD,6,7,8,27.807692307692307,23.23076923076923,30.461538461538463,-2.653846153846157,-7.2307692307692335,-8.712121212121222,-23.737373737373744,26.0,0.5337995337995338,False
RAW_CMIP6,EC-Earth3,HOT_DRY,PRCPTOT,8,12,8,218.24552459509616,183.3124726350641,222.48884123750005,-4.243316642403869,-39.17636860243593,-1.907204252942402,-17.60823975914206,62.0,0.3053901722632373,False
RAW_CMIP6,EC-Earth3,HOT_DRY,Rx1day,8,12,8,21.084716346153847,16.152176282051283,23.11158269230769,-2.026866346153845,-6.95940641025641,-8.769915817268776,-30.11220176008427,66.0,0.1813447646264983,False
