source_type,model,season_type,variable,anom_el_nino,anom_la_nina,asymmetry_sum_anom,asymmetry_pct,p_val_el_vs_la,significant_asymmetry_p05,low_n_flag
QDM_CMIP6,EC-Earth3,HOT_DRY,Rx1day,12.343541666666674,6.821805555555557,19.16534722222223,52.38043721696486,0.3837421608319441,False,False
QDM_CMIP6,EC-Earth3,HOT_DRY,Rx5day,12.186770833333341,4.3451736111111074,16.53194444444445,22.098052566185793,0.6784313725490196,False,False
QDM_CMIP6,EC-Earth3,HOT_DRY,SDII,1.806386200902395,0.21323145905778595,2.019617659960181,23.268118349164666,0.23797729618163055,False,False
QDM_CMIP6,EC-Earth3,HOT_DRY,R95p,29.401666666666664,7.524756944444434,36.9264236111111,85.57130224388293,0.2702706993728666,False,False
QDM_CMIP6,EC-Earth3,HOT_DRY,R99p,18.1165625,9.311180555555554,27.427743055555553,319.1359820295897,0.3593189318418578,False,False
QDM_CMIP6,EC-Earth3,HOT_DRY,CWD,-1.510416666666666,-1.260416666666667,-2.770833333333333,-36.19047619047618,0.7869801429868976,False,False
QDM_CMIP6,EC-Earth3,HOT_DRY,CDD,-9.468750000000007,4.7048611111111,-4.763888888888907,-9.486275323238644,0.06397748914910027,False,False
RAW_CMIP6,MIROC6,RAINY,PRCPTOT,-55.747687499999984,-24.227306547619037,-79.97499404761902,-7.464254755581538,0.9452214452214451,False,False
RAW_CMIP6,MIROC6,RAINY,Rx1day,-8.54319791666667,-10.237983630952385,-18.781181547619056,-38.66785284054116,1.0,False,False
RAW_CMIP6,MIROC6,RAINY,Rx5day,-8.821593749999977,-1.7210877976190204,-10.542681547618997,-8.511322362897637,1.0,False,False
RAW_CMIP6,MIROC6,RAINY,SDII,-0.181886912886573,0.0847104100956182,-0.0971765027909548,-1.35345646472308,0.7307692307692307,False,False
RAW_CMIP6,MIROC6,RAINY,R95p,-63.56286111111109,-39.84062499999999,-103.40348611111108,-52.27582968265172,0.5337995337995338,False,False
RAW_CMIP6,MIROC6,RAINY,R99p,-28.90321180555558,-21.165757440476206,-50.068969246031784,-68.67273508363391,0.7307692307692307,False,False
RAW_CMIP6,MIROC6,RAINY,CWD,5.680555555555557,3.8392857142857153,9.519841269841272,27.627108884666328,1.0,False,False
RAW_CMIP6,MIROC6,RAINY,CDD,1.3611111111111107,0.7857142857142865,2.146825396825397,27.70097286226319,0.7202474654940236,False,False
RAW_CMIP6,MIROC6,HOT_DRY,PRCPTOT,84.58009374999995,47.827489583333374,132.40758333333332,50.79154860477687,0.5208065412399778,False,False
RAW_CMIP6,MIROC6,HOT_DRY,Rx1day,9.355156250000004,4.062940972222226,13.41809722222223,58.29285021797907,0.3053901722632373,False,False
RAW_CMIP6,MIROC6,HOT_DRY,Rx5day,41.420510416666666,20.48497222222222,61.905482638888884,127.84269782484736,0.3837421608319441,False,False
RAW_CMIP6,MIROC6,HOT_DRY,SDII,1.2250325451445239,0.5999993930271548,1.8250319381716786,63.428502197516345,0.3053901722632373,False,False
RAW_CMIP6,MIROC6,HOT_DRY,R95p,28.839802083333325,2.6808611111111134,31.520663194444438,83.1607084326586,0.231052016598276,False,False
RAW_CMIP6,MIROC6,HOT_DRY,R99p,11.154979166666667,2.863927083333337,14.018906250000004,101.23834677470924,0.27368209801914,False,False
RAW_CMIP6,MIROC6,HOT_DRY,CWD,2.416666666666668,1.9305555555555554,4.347222222222223,47.20965309200605,0.6158964889935725,False,False
RAW_CMIP6,MIROC6,HOT_DRY,CDD,5.40625,1.6909722222222232,7.097222222222223,50.431778929188255,0.18134476462649837,False,False
QDM_CMIP6,MIROC6,RAINY,PRCPTOT,-36.324270833333344,2.2145982142857292,-34.109672619047615,-3.9418503258707127,0.7307692307692307,False,False
QDM_CMIP6,MIROC6,RAINY,Rx1day,1.4386111111111077,-2.3858928571428635,-0.9472817460317557,-2.0836361049538668,0.7307692307692307,False,False
QDM_CMIP6,MIROC6,RAINY,Rx5day,12.911249999999981,5.955238095238087,18.86648809523807,16.837687112268927,0.7307692307692307,False,False
QDM_CMIP6,MIROC6,RAINY,SDII,-0.2283221135810951,0.1822808690956812,-0.04604124448541391,-0.5173523126316826,0.8356643356643356,False,False
QDM_CMIP6,MIROC6,RAINY,R95p,-48.473124999999996,-19.22449404761909,-67.69761904761909,-45.28843142435448,0.8356643356643356,False,False
QDM_CMIP6,MIROC6,RAINY,R99p,-7.421840277777775,-16.665729166666665,-24.08756944444444,-80.21196469721723,0.6070216067106332,False,False
QDM_CMIP6,MIROC6,RAINY,CWD,0.6111111111111107,-2.0773809523809526,-1.4662698412698418,-6.3178592801573075,0.5337995337995338,False,False
QDM_CMIP6,MIROC6,RAINY,CDD,-0.46875,-1.7663690476190474,-2.2351190476190474,-17.573417573417572,0.5671762440874444,False,False
QDM_CMIP6,MIROC6,HOT_DRY,PRCPTOT,70.11364583333332,50.19954861111111,120.31319444444443,63.2633205036425,0.5713582599031516,False,False
QDM_CMIP6,MIROC6,HOT_DRY,Rx1day,11.66145833333334,12.187881944444452,23.84934027777779,88.53891537859664,0.9699293482575216,False,False
QDM_CMIP6,MIROC6,HOT_DRY,Rx5day,36.4340625,26.164548611111094,62.5986111111111,134.81243854198212,0.6238787012780821,False,False
QDM_CMIP6,MIROC6,HOT_DRY,SDII,1.3991686069259428,1.278522688638195,2.677691295564138,34.75503173881839,0.8506311026434865,False,False
QDM_CMIP6,MIROC6,HOT_DRY,R95p,35.66864583333333,32.33152777777777,68.00017361111111,400.4574249246485,0.969182212422568,False,False
QDM_CMIP6,MIROC6,HOT_DRY,R99p,10.110520833333332,8.447534722222223,18.558055555555555,389.84952260078626,0.7035921884209926,False,False
QDM_CMIP6,MIROC6,HOT_DRY,CWD,1.3854166666666679,0.7430555555555554,2.128472222222223,40.22309711286092,0.4867973967615957,False,False
QDM_CMIP6,MIROC6,HOT_DRY,CDD,-3.5729166666666643,-3.7916666666666643,-7.364583333333329,-15.342881944444434,0.9699293482575216,False,False
